day,region_id,susceptible,infected,recovered,dead
53,6,2399999,0,1,0
53,7,2199999,0,1,0
53,8,2199999,0,1,0
53,9,1999999,0,1,0
53,10,1499999,0,1,0
53,11,1299999,0,1,0
53,12,999999,0,1,0
53,13,1199999,0,1,0
53,14,1049999,0,1,0
53,15,659999,0,1,0
53,16,579999,0,1,0
53,17,319999,0,1,0
53,18,84999,0,1,0
53,19,86999,0,1,0
54,1,8469999,0,1,0
54,2,7799999,0,1,0
54,3,6759999,0,1,0
54,4,5099999,0,1,0
54,5,2699999,0,1,0
54,6,2399999,0,1,0
54,7,2199999,0,1,0
54,8,2199999,0,1,0
54,9,1999999,0,1,0
54,10,1499999,0,1,0
54,11,1299999,0,1,0
54,12,999999,0,1,0
54,13,1199999,0,1,0
54,14,1049999,0,1,0
54,15,659999,0,1,0
54,16,579999,0,1,0
54,17,319999,0,1,0
54,18,84999,0,1,0
54,19,86999,0,1,0
55,1,8469999,0,1,0
55,2,7799999,0,1,0
55,3,6759999,0,1,0
55,4,5099999,0,1,0
55,5,2699999,0,1,0
55,6,2399999,0,1,0
55,7,2199999,0,1,0
55,8,2199999,0,1,0
55,9,1999999,0,1,0
55,10,1499999,0,1,0
55,11,1299999,0,1,0
55,12,999999,0,1,0
55,13,1199999,0,1,0
55,14,1049999,0,1,0
55,15,659999,0,1,0
55,16,579999,0,1,0
55,17,319999,0,1,0
55,18,84999,0,1,0
55,19,86999,0,1,0
56,1,8469999,0,1,0
56,2,7799999,0,1,0
56,3,6759999,0,1,0
56,4,5099999,0,1,0
56,5,2699999,0,1,0
56,6,2399999,0,1,0
56,7,2199999,0,1,0
56,8,2199999,0,1,0
56,9,1999999,0,1,0
56,10,1499999,0,1,0
56,11,1299999,0,1,0
56,12,999999,0,1,0
56,13,1199999,0,1,0
56,14,1049999,0,1,0
56,15,659999,0,1,0
56,16,579999,0,1,0
56,17,319999,0,1,0
56,18,84999,0,1,0
56,19,86999,0,1,0
57,1,8469999,0,1,0
57,2,7799999,0,1,0
57,3,6759999,0,1,0
57,4,5099999,0,1,0
57,5,2699999,0,1,0
57,6,2399999,0,1,0
57,7,2199999,0,1,0
57,8,2199999,0,1,0
57,9,1999999,0,1,0
57,10,1499999,0,1,0
57,11,1299999,0,1,0
57,12,999999,0,1,0
57,13,1199999,0,1,0
57,14,1049999,0,1,0
57,15,659999,0,1,0
57,16,579999,0,1,0
57,17,319999,0,1,0
57,18,84999,0,1,0
57,19,86999,0,1,0
58,1,8469999,0,1,0
58,2,7799999,0,1,0
58,3,6759999,0,1,0
58,4,5099999,0,1,0
58,5,2699999,0,1,0
58,6,2399999,0,1,0
58,7,2199999,0,1,0
58,8,2199999,0,1,0
58,9,1999999,0,1,0
58,10,1499999,0,1,0
58,11,1299999,0,1,0
58,12,999999,0,1,0
58,13,1199999,0,1,0
58,14,1049999,0,1,0
58,15,659999,0,1,0
58,16,579999,0,1,0
58,17,319999,0,1,0
58,18,84999,0,1,0
58,19,86999,0,1,0
59,1,8469999,0,1,0
59,2,7799999,0,1,0
59,3,6759999,0,1,0
59,4,5099999,0,1,0
59,5,2699999,0,1,0
59,6,2399999,0,1,0
59,7,2199999,0,1,0
59,8,2199999,0,1,0
59,9,1999999,0,1,0
59,10,1499999,0,1,0
59,11,1299999,0,1,0
59,12,999999,0,1,0
59,13,1199999,0,1,0
59,14,1049999,0,1,0
59,15,659999,0,1,0
59,16,579999,0,1,0
59,17,319999,0,1,0
59,18,84999,0,1,0
59,19,86999,0,1,0
